entry,reading,level,root,form,meaning_bn,aspect,person,arabic,bangla,source_pdf,source_page,note
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,PERF,1P,طَمَسْنَا,আমরা নষ্ট করেছি,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,IMPF,3MS,يَطْمِسُ,সে নষ্ট করে / করবে,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,IMPF,3MP,يَطْمِسُونَ,তারা নষ্ট করে / করবে,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,IMPF,2MS,تَطْمِسُ,তুমি নষ্ট করো / করবে,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,IMPF,2MP,تَطْمِسُونَ,তোমরা নষ্ট করো / করবে,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,IMPF,1S,أَطْمِسُ,আমি নষ্ট করি / করবো,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,IMPF,1P,نَطْمِسُ,আমরা নষ্ট করি / করবো,Quran words - level2.pdf,156,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,IMPV,2MS,اِطْمِسْ,নষ্ট করো (তুমি),Quran words - level2.pdf,157,
479,1,2,طمس,I,নষ্ট করা বিকৃত করা ম্লান করা,IMPV,2MP,اِطْمِسُوا,নষ্ট করো (তোমরা),Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,PERF,3MS,تَطَهَّرَ,সে পবিত্র থেকেছে,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,PERF,3MP,تَطَهَّرُوا,তারা পবিত্র থেকেছে,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,PERF,2MS,تَطَهَّرْتَ,তুমি পবিত্র থেকেছো,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,PERF,2MP,تَطَهَّرْتُمْ,তোমরা পবিত্র থেকেছো,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,PERF,1S,تَطَهَّرْتُ,আমি পবিত্র থেকেছি,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,PERF,1P,تَطَهَّرْنَا,আমরা পবিত্র থেকেছি,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,IMPF,3MS,يَتَطَهَّرُ,সে পবিত্র থাকে / থাকবে,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,IMPF,3MP,يَتَطَهَّرُونَ,তারা পবিত্র থাকে / থাকবে,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,IMPF,2MS,تَتَطَهَّرُ,তুমি পবিত্র থাকো / থাকবে,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,IMPF,2MP,تَتَطَهَّرُونَ,তোমরা পবিত্র থাকো / থাকবে,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,IMPF,1S,أَتَطَهَّرُ,আমি পবিত্র থাকি / থাকবো,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,IMPF,1P,نَتَطَهَّرُ,আমরা পবিত্র থাকি / থাকবো,Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,IMPV,2MS,تَطَهَّرْ,পবিত্র থাকো (তুমি),Quran words - level2.pdf,157,
480,1,2,طهر,V,পবিত্র থাকা পবিত্র হওয়া,IMPV,2MP,تَطَهَّرُوا,পবিত্র থাকো (তোমরা),Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,PERF,3MS,عَتَا,সে অমান্য করেছে,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,PERF,3MP,عَتَوْا,তারা অমান্য করেছে,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,PERF,2MS,عَتَوْتَ,তুমি অমান্য করেছো,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,PERF,2MP,عَتَوْتُمْ,তোমরা অমান্য করেছো,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,PERF,1S,عَتَوْتُ,আমি অমান্য করেছি,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,PERF,1P,عَتَوْنَا,আমরা অমান্য করেছি,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,IMPF,3MS,يَعْتُو,সে অমান্য করে / করবে,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,IMPF,3MP,يَعْتُونَ,তারা অমান্য করে / করবে,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,IMPF,2MS,تَعْتُو,তুমি অমান্য করো / করবে,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,IMPF,2MP,تَعْتُونَ,তোমরা অমান্য করো / করবে,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,IMPF,1S,أَعْتُو,আমি অমান্য করি / করবো,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,IMPF,1P,نَعْتُو,আমরা অমান্য করি / করবো,Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,IMPV,2MS,اُعْتُ,অমান্য করো (তুমি),Quran words - level2.pdf,157,
481,1,2,عتو,I,অমান্য করা অবাধ্য হওয়া,IMPV,2MP,اُعْتُوا,অমান্য করো (তোমরা),Quran words - level2.pdf,157,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,PERF,3MS,عَثَا,সে বিপর্যয় সৃষ্টি করেছে,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,PERF,3MP,عَثَوْا,তারা বিপর্যয় সৃষ্টি করেছে,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,PERF,2MS,عَثَوْتَ,তুমি বিপর্যয় সৃষ্টি করেছো,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,PERF,2MP,عَثَوْتُمْ,তোমরা বিপর্যয় সৃষ্টি করেছো,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,PERF,1S,عَثَوْتُ,আমি বিপর্যয় সৃষ্টি করেছি,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,PERF,1P,عَثَوْنَا,আমরা বিপর্যয় সৃষ্টি করেছি,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,IMPF,3MS,يَعْثُو,সে বিপর্যয় সৃষ্টি করে / করবে,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,IMPF,3MP,يَعْثُونَ,তারা বিপর্যয় সৃষ্টি করে / করবে,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,IMPF,2MS,تَعْثُو,তুমি বিপর্যয় সৃষ্টি করো / করবে,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,IMPF,2MP,تَعْثُونَ,তোমরা বিপর্যয় সৃষ্টি করো / করবে,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,IMPF,1S,أَعْثُو,আমি বিপর্যয় সৃষ্টি করি / করবো,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,IMPF,1P,نَعْثُو,আমরা বিপর্যয় সৃষ্টি করি / করবো,Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,IMPV,2MS,اُعْثُ,বিপর্যয় সৃষ্টি করো (তুমি),Quran words - level2.pdf,158,
482,1,2,عثو,I,বিপর্যয় সৃষ্টি করা বাড়াবাড়ি করা,IMPV,2MP,اُعْثُوا,বিপর্যয় সৃষ্টি করো (তোমরা),Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,PERF,3MS,عَجِلَ,সে তাড়াহুড়া করেছে,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,PERF,3MP,عَجِلُوا,তারা তাড়াহুড়া করেছে,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,PERF,2MS,عَجِلْتَ,তুমি তাড়াহুড়া করেছো,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,PERF,2MP,عَجِلْتُمْ,তোমরা তাড়াহুড়া করেছো,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,PERF,1S,عَجِلْتُ,আমি তাড়াহুড়া করেছি,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,PERF,1P,عَجِلْنَا,আমরা তাড়াহুড়া করেছি,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,IMPF,3MS,يَعْجَلُ,সে তাড়াহুড়া করে / করবে,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,IMPF,3MP,يَعْجَلُونَ,তারা তাড়াহুড়া করে / করবে,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,IMPF,2MS,تَعْجَلُ,তুমি তাড়াহুড়া করো / করবে,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,IMPF,2MP,تَعْجَلُونَ,তোমরা তাড়াহুড়া করো / করবে,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,IMPF,1S,أَعْجَلُ,আমি তাড়াহুড়া করি / করবো,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,IMPF,1P,نَعْجَلُ,আমরা তাড়াহুড়া করি / করবো,Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,IMPV,2MS,اِعْجَلْ,তাড়াহুড়া করো (তুমি),Quran words - level2.pdf,158,
483,1,2,عجل,I,তাড়াহুড়া করা,IMPV,2MP,اِعْجَلُوا,তাড়াহুড়া করো (তোমরা),Quran words - level2.pdf,158,
484,1,2,عجل,II,তাড়াতাড়ি করা,PERF,3MS,عَجَّلَ,সে তাড়াতাড়ি করেছে,Quran words - level2.pdf,159,
484,1,2,عجل,II,তাড়াতাড়ি করা,PERF,3MP,عَجَّلُوا,তারা তাড়াতাড়ি করেছে,Quran words - level2.pdf,159,
484,1,2,عجل,II,তাড়াতাড়ি করা,PERF,2MS,عَجَّلْتَ,তুমি তাড়াতাড়ি করেছো,Quran words - level2.pdf,159,
484,1,2,عجل,II,তাড়াতাড়ি করা,PERF,2MP,عَجَّلْتُمْ,তোমরা তাড়াতাড়ি করেছো,Quran words - level2.pdf,159,
484,1,2,عجل,II,তাড়াতাড়ি করা,PERF,1S,عَجَّلْتُ,আমি তাড়াতাড়ি করেছি,Quran words - level2.pdf,159,
484,1,2,عجل,II,তাড়াতাড়ি করা,PERF,1P,عَجَّلْنَا,আমরা তাড়াতাড়ি করেছি,Quran words - level2.pdf,159,
484,1,2,عجل,II,তাড়াতাড়ি করা,IMPF,3MS,يُعَجِّلُ,সে তাড়াতাড়ি করে / করবে,Quran words - level2.pdf,159,
